date,symbol,adjusted,close,high,low,open,volume
2014-11-06,AAPL,24.233503341674805,27.174999237060547,27.197500228881836,26.950000762939453,27.149999618530273,139874000.0
2014-11-07,AAPL,24.302621841430664,27.252500534057617,27.329999923706055,27.137500762939453,27.1875,134766000.0
2014-11-10,AAPL,24.26249122619629,27.207500457763672,27.332500457763672,27.167499542236328,27.2549991607666,108782000.0
2014-11-11,AAPL,24.456443786621094,27.424999237060547,27.4375,27.100000381469727,27.174999237060547,109769200.0
2014-11-12,AAPL,24.802003860473633,27.8125,27.857500076293945,27.342500686645508,27.344999313354492,187769600.0
2014-11-13,AAPL,25.152019500732422,28.204999923706055,28.362499237060547,27.899999618530273,27.950000762939453,238091600.0
2014-11-14,AAPL,25.455217361450195,28.545000076293945,28.547500610351562,27.802499771118164,28.287500381469727,176254400.0
2014-11-17,AAPL,25.412860870361328,28.497499465942383,29.31999969482422,28.325000762939453,28.5674991607666,186986800.0
2014-11-18,AAPL,25.742807388305664,28.86750030517578,28.922500610351562,28.47249984741211,28.485000610351562,176896000.0
2014-11-19,AAPL,25.564453125,28.667499542236328,28.934999465942383,28.450000762939453,28.860000610351562,167476800.0
2014-11-20,AAPL,25.93007469177246,29.077499389648438,29.21500015258789,28.712499618530273,28.727500915527344,173582000.0
2014-11-21,AAPL,25.965742111206055,29.11750030517578,29.392499923706055,29.00749969482422,29.377500534057617,228717200.0
2014-11-24,AAPL,26.447290420532227,29.657499313354492,29.6924991607666,29.155000686645508,29.212499618530273,189803200.0
2014-11-25,AAPL,26.217668533325195,29.399999618530273,29.9375,29.362499237060547,29.767499923706055,275361600.0
2014-11-26,AAPL,26.529783248901367,29.75,29.774999618530273,29.457500457763672,29.485000610351562,163073200.0
2014-11-28,AAPL,26.51417350769043,29.732500076293945,29.850000381469727,29.512500762939453,29.8174991607666,99257600.0
2014-12-01,AAPL,25.65363121032715,28.767499923706055,29.8125,27.8174991607666,29.702499389648438,335256000.0
2014-12-02,AAPL,25.5555362701416,28.657499313354492,28.9375,28.1875,28.375,237395600.0
2014-12-03,AAPL,25.84535789489746,28.982500076293945,29.087499618530273,28.77750015258789,28.9375,172253600.0
2014-12-04,AAPL,25.747268676757812,28.872499465942383,29.299999237060547,28.822500228881836,28.9424991607666,168178000.0
2014-12-05,AAPL,25.638023376464844,28.75,29.020000457763672,28.65999984741211,28.997499465942383,153275600.0
2014-12-08,AAPL,25.05838394165039,28.100000381469727,28.662500381469727,27.905000686645508,28.524999618530273,230659600.0
2014-12-09,AAPL,25.441835403442383,28.530000686645508,28.575000762939453,27.337499618530273,27.547500610351562,240832000.0
2014-12-10,AAPL,24.958059310913086,27.987499237060547,28.712499618530273,27.885000228881836,28.602500915527344,178261200.0
2014-12-11,AAPL,24.884492874145508,27.905000686645508,28.450000762939453,27.834999084472656,28.065000534057617,165606800.0
