date,symbol,adjusted,close,high,low,open,volume
2019-11-06,TM,140.3699951171875,140.3699951171875,140.85000610351562,140.19000244140625,140.6300048828125,98900.0
2019-11-06,TSLA,21.77199935913086,21.77199935913086,21.781333923339844,20.96666717529297,21.200000762939453,119113500.0
2019-11-07,TM,142.86000061035156,142.86000061035156,143.5,142.63999938964844,142.6999969482422,179800.0
2019-11-07,TSLA,22.369333267211914,22.369333267211914,22.766666412353516,21.868000030517578,21.94266700744629,217009500.0
2019-11-08,TM,144.38999938964844,144.38999938964844,144.5800018310547,143.92999267578125,144.0,191900.0
2019-11-08,TSLA,22.47599983215332,22.47599983215332,22.497333526611328,22.166667938232422,22.299999237060547,91038000.0
2019-11-11,TM,145.05999755859375,145.05999755859375,145.41000366210938,144.35000610351562,144.9499969482422,210200.0
2019-11-11,TSLA,23.006000518798828,23.006000518798828,23.279333114624023,22.799999237060547,22.93000030517578,149800500.0
2019-11-12,TM,144.5399932861328,144.5399932861328,145.27999877929688,143.67999267578125,144.77000427246094,119600.0
2019-11-12,TSLA,23.32866668701172,23.32866668701172,23.357999801635742,22.93600082397461,23.126667022705078,110391000.0
2019-11-13,TM,144.55999755859375,144.55999755859375,144.7100067138672,144.02999877929688,144.49000549316406,113800.0
2019-11-13,TSLA,23.073999404907227,23.073999404907227,23.755332946777344,23.011999130249023,23.666667938232422,126301500.0
2019-11-14,TM,143.8699951171875,143.8699951171875,143.8699951171875,142.8800048828125,143.5,98800.0
2019-11-14,TSLA,23.290000915527344,23.290000915527344,23.589332580566406,22.860666275024414,23.073999404907227,96973500.0
2019-11-15,TM,144.27000427246094,144.27000427246094,144.39999389648438,143.9199981689453,144.00999450683594,114500.0
2019-11-15,TSLA,23.47800064086914,23.47800064086914,23.520000457763672,23.224000930786133,23.375999450683594,72135000.0
2019-11-18,TM,143.60000610351562,143.60000610351562,143.75999450683594,143.27000427246094,143.3000030517578,128400.0
2019-11-18,TSLA,23.332666397094727,23.332666397094727,23.543333053588867,23.073333740234375,23.527999877929688,66006000.0
